0.0,-0.54096264,-2.168638,9.091045,-0.01065349,0.01065349,-0.015980236,Rubbing Between Fingers
10.0,-0.42606795,-2.0250196,9.138918,0.0,0.0,0.0,Rubbing Between Fingers
20.0,-0.3877697,-2.0537431,9.158067,0.005326745,0.005326745,0.0,Rubbing Between Fingers
30.0,-0.37819514,-2.2069361,9.234664,0.015980236,0.013316862,0.0026633726,Rubbing Between Fingers
40.0,-0.32074776,-2.2069361,9.177217,0.026633725,0.018643608,0.007990118,Rubbing Between Fingers
50.0,-0.13883112,-2.168638,9.196365,0.034623843,0.013316862,0.01065349,Rubbing Between Fingers
60.0,-0.09095833,-2.254809,9.330409,0.039950587,0.0,0.01065349,Rubbing Between Fingers
70.0,-0.28244954,-2.3888528,9.359133,0.034623843,-0.018643608,0.0026633726,Rubbing Between Fingers
80.0,-0.28244954,-2.254809,9.445304,0.015980236,-0.029297099,-0.0026633726,Rubbing Between Fingers
90.0,-0.110107444,-2.3026817,9.569773,-0.007990118,-0.037287217,-0.007990118,Rubbing Between Fingers
100.0,-0.22500217,-2.427151,9.550624,-0.029297099,-0.039950587,-0.01065349,Rubbing Between Fingers
110.0,-0.23457673,-2.5324712,9.3878565,-0.034623843,-0.039950587,-0.01065349,Rubbing Between Fingers
120.0,-0.2154276,-2.4654493,9.29211,-0.023970352,-0.045277335,-0.01065349,Rubbing Between Fingers
130.0,-0.23457673,-2.2069361,9.253813,-0.0026633726,-0.05060408,-0.01065349,Rubbing Between Fingers
140.0,-0.27287498,-2.2835326,9.18679,0.005326745,-0.055930823,-0.01065349,Rubbing Between Fingers
150.0,-0.34947145,-2.3026817,9.119769,0.005326745,-0.055930823,-0.013316862,Rubbing Between Fingers
160.0,-0.34947145,-2.0824668,9.29211,0.0,-0.05060408,-0.015980236,Rubbing Between Fingers
170.0,-0.2920241,-2.2739582,9.339984,0.0,-0.045277335,-0.018643608,Rubbing Between Fingers
180.0,-0.45479164,-2.3026817,9.244238,0.0026633726,-0.039950587,-0.018643608,Rubbing Between Fingers
190.0,-0.33032233,-2.0728924,9.196365,0.01065349,-0.037287217,-0.018643608,Rubbing Between Fingers
200.0,-0.19627848,-2.2452345,9.119769,0.015980236,-0.031960472,-0.018643608,Rubbing Between Fingers
