0.0,1.5558661,-3.518651,-2.5899186,4.637812257471854
10.0,-3.8920588,-7.8655014,-1.5462915,8.910962427203453
20.0,-1.8718265,-11.59958,-1.0579889,11.797174709862759
30.0,-0.3877697,-13.591088,0.78990126,13.619544132038035
40.0,0.3111732,-11.178299,1.5462915,11.289030724414365
50.0,0.36862057,-7.46337,3.7867386,8.377181035781494
60.0,-0.00478728,-4.543129,6.0367603,7.555297409655486
70.0,-0.5218136,-3.4324799,7.808054,8.54516910095786
80.0,-1.383524,-3.758015,7.846352,8.809202864431322
90.0,-3.6526947,-4.658024,6.8122997,9.024787718201697
100.0,-5.835695,-5.873993,4.5718527,9.458380781485344
110.0,-5.998462,-7.875076,2.4845984,10.206448823195194
120.0,-4.8303657,-9.98148,1.14416,11.147711778286004
130.0,-3.8633351,-10.82404,0.25372586,11.495632945972343
140.0,-3.3750327,-10.92936,-0.2920241,11.442335155493835
150.0,-3.6814184,-10.833615,-0.7420284,11.466065652632995
160.0,-4.303765,-10.048501,-1.6707608,11.058309417494279
170.0,-3.2984362,-9.866585,-1.3930986,10.496185242125703
180.0,-2.015445,-9.29211,-0.5505372,9.5240967030322
190.0,-1.3452257,-10.919786,-2.5707695,11.298681971445463
200.0,-1.0962871,-12.269799,-5.8835673,13.651599799278351
210.0,-3.0877957,-10.622974,-6.1899533,12.676654950963814
220.0,-5.950589,-7.4729443,-7.2910275,12.017216315086442
230.0,-6.2378263,-4.8973875,-10.029352,12.786038589572296
240.0,-3.7101421,-6.9654927,-10.431483,13.080484720958726
250.0,-2.1782124,-11.216598,-9.617646,14.935052545419241
260.0,-1.1824582,-14.912378,-7.721883,16.8346280646565
270.0,-0.70373017,-15.429404,-4.7920675,16.171754848251332
280.0,-2.0058703,-12.164479,-2.2260852,12.528109207678632
290.0,-4.131423,-8.143164,-2.5420458,9.478490005540051
300.0,-5.4718614,-6.2378263,-5.146326,9.764036840777367
310.0,-4.284616,-8.133589,-6.525063,11.273404607408803
320.0,-1.4601204,-11.522984,-6.304848,13.215983510501824
330.0,0.90479594,-13.533641,-4.9835587,14.450396248071094
340.0,1.7473572,-12.413418,-2.3314054,12.750751145178272
350.0,1.2686293,-9.024023,0.32074776,9.118403946464124
360.0,-0.40691882,-7.2910275,3.212265,7.977675812042719
370.0,-1.4792696,-7.1665583,5.0314317,8.88048992840755
380.0,-1.6994845,-6.821874,4.428234,8.308758559277809
390.0,-1.776081,-7.329326,5.2037735,9.162572890413438
400.0,-1.3643749,-7.9325233,7.281453,10.853847362295173
410.0,-1.5750152,-7.204857,7.549541,10.553966390952787
420.0,-3.2984362,-5.682502,5.7016506,8.699386754820985
430.0,-4.763344,-5.873993,3.5760984,8.365507730727858
440.0,-4.887813,-7.875076,1.6611862,9.416319743924133
450.0,-4.0356774,-10.144247,-0.2154276,10.919654221847939
460.0,-3.173967,-10.785743,-1.622888,11.359581155996993
470.0,-2.321831,-10.2016945,-1.6803354,10.596650268853097
480.0,-1.6420372,-9.5219,-1.4984187,9.777940702248788
490.0,-1.2016073,-9.359133,-1.2399056,9.517068693248653
500.0,-2.0633178,-6.2665496,-1.9388485,6.876485856817365
510.0,-3.8920588,-5.6250544,-3.9878044,7.917824362681718
520.0,-5.376116,-9.655944,-8.679339,14.052430510538489
530.0,-6.4963393,-10.766593,-12.25065,17.555636546444948
540.0,-5.0122824,-10.900637,-12.509163,17.332801874587034
550.0,-2.7909844,-10.019777,-10.642124,14.880871220535052
560.0,-0.8281995,-9.531475,-8.104865,12.53889017240562
570.0,-0.11968201,-10.182545,-5.912291,11.775131902837591
580.0,-0.85692316,-10.967659,-3.8633351,11.65972638346704
590.0,-2.0441687,-11.59958,-3.3558834,12.247074558638698
600.0,-2.6377914,-10.622974,-3.3271596,11.440083525851641
610.0,-3.3941817,-9.512326,-3.7675896,10.779589358455128
620.0,-3.4612036,-9.215514,-5.452712,11.253341583716056
630.0,-1.776081,-10.412334,-6.094208,12.194692869989838
640.0,0.062234644,-12.126181,-3.4707782,12.613264450936962
650.0,0.062234644,-11.207023,-2.0441687,11.392096529941384
660.0,-1.4888442,-10.393186,-0.9526688,10.54241671178687
670.0,-1.622888,-9.924032,0.7228793,10.081801975834304
680.0,-0.8664977,-8.372953,2.6856642,8.835720253577291
690.0,0.15798025,-6.6208086,6.0080366,8.941843661357739
700.0,0.5792609,-4.5910015,8.765511,9.91196353173235
710.0,0.0,-3.2697124,9.770839,10.303412732810171
720.0,-2.494173,-2.3697038,8.6697645,9.327443998176761
730.0,-4.954835,-3.2697124,5.806971,8.304355559029235
