time,ax,ay,az,aT
31.0270,4.8368,-0.3832,4.9634,6.941
31.0320,3.8853,1.1634,6.9348,8.034
31.0610,2.4722,2.7547,7.9442,8.764
31.0620,0.9970,4.1400,8.1611,9.205
31.0620,-0.2806,5.2385,8.0742,9.629
31.0620,-1.3263,5.9671,7.7593,9.878
31.0620,-1.9031,6.1837,7.2424,9.711
31.0630,-1.6155,5.5756,6.7639,8.913
31.0660,-0.6982,4.3371,6.4168,7.776
31.0710,0.3886,2.8168,6.2673,6.882
31.0760,1.6162,1.1497,6.3840,6.685
31.0790,3.0130,-0.6268,6.6309,7.310
31.0840,4.3289,-2.3472,7.0201,8.575
31.0880,5.5438,-3.9312,7.3969,10.045
31.0930,6.5995,-5.2339,7.5770,11.329
31.0980,7.4288,-6.2109,7.4237,12.201
31.1050,7.8904,-6.6730,6.8952,12.423
31.1070,7.7802,-6.5559,5.9015,11.762
31.1120,7.1280,-5.8683,4.5714,10.303
31.1200,5.9505,-4.6863,3.1814,8.215
31.1230,4.9044,-3.5855,2.0374,6.408
31.1260,4.0004,-2.6647,0.6642,4.852
31.1310,3.0545,-1.6696,-0.1476,3.484
31.1590,2.3910,-0.5726,-0.4213,2.494
31.1600,1.9124,0.3720,-0.3259,1.975
31.1600,1.5230,1.0827,-0.2641,1.887
31.1600,1.2279,1.5977,-0.3837,2.051
31.1600,0.8747,1.9556,-0.4711,2.194
31.1610,0.5647,2.1497,-0.4230,2.263
31.1640,0.3829,2.0967,-0.3072,2.153
31.1690,0.2608,2.0483,-0.2644,2.082
31.1740,0.0847,2.0142,-0.2739,2.034
31.1780,-0.1497,2.0040,-0.1946,2.019
31.1830,-0.4771,1.8914,-0.0325,1.951
31.1880,-0.8011,1.7126,0.0405,1.891
31.1930,-1.0426,1.4343,0.1681,1.781
31.1980,-1.1553,1.0475,0.3727,1.603
31.2040,-1.2252,0.6527,0.6661,1.540
31.2090,-1.2635,0.2503,0.9579,1.605
31.2120,-1.2727,-0.1836,1.2022,1.760
31.2190,-1.2834,-0.6151,1.4488,2.031
31.2250,-1.3249,-0.9465,1.7159,2.365
31.2260,-1.3904,-1.2112,2.0480,2.756
31.2310,-1.4748,-1.3684,2.3862,3.121
31.2500,-1.6220,-1.4592,2.6625,3.442
31.2500,-1.8768,-1.4521,2.8184,3.684
31.2500,-2.1770,-1.3375,2.9511,3.903
31.2500,-2.3597,-1.1630,3.1644,4.115
31.2550,-2.3505,-1.0787,3.3209,4.209
31.2600,-2.3221,-0.9461,3.2904,4.137
31.2640,-2.4298,-0.6932,3.2829,4.143
31.2690,-2.5753,-0.3465,3.3555,4.244
31.2740,-2.7169,-0.0298,3.3844,4.340
31.2790,-2.8155,0.3454,3.5016,4.506
31.2850,-2.8447,0.6503,3.5741,4.614
31.2880,-2.8493,0.8443,3.4713,4.570
31.2930,-2.8970,1.0371,3.2748,4.494
31.2980,-2.9420,1.2361,3.0355,4.404
31.3040,-2.8652,1.3286,2.9346,4.311
31.3100,-2.7718,1.3913,3.1039,4.388
31.3110,-2.7336,1.4935,3.4255,4.630
31.3170,-2.6714,1.5730,3.8033,4.907
31.3210,-2.5251,1.5752,4.1326,5.093
31.3270,-2.4145,1.5837,4.2194,5.113
31.3310,-2.4136,1.6054,4.2128,5.114
31.3550,-2.4382,1.5761,4.0452,4.979
31.3550,-2.5143,1.4099,3.6535,4.654
31.3550,-2.4438,1.0590,3.2629,4.212
31.3560,-2.4065,0.8268,3.0185,3.948
31.3560,-2.3645,0.6052,2.7637,3.687
31.3590,-2.2563,0.3602,2.5119,3.396
31.3640,-2.0637,0.1057,2.2450,3.051
31.3690,-1.8784,-0.1446,2.0195,2.762
31.3780,-1.7272,-0.3504,1.8204,2.534
31.3790,-1.6535,-0.4954,1.5913,2.348
31.3830,-1.5425,-0.6802,1.3636,2.168
31.3880,-1.4305,-0.8335,1.1575,2.020
31.3930,-1.2745,-0.9839,0.9269,1.858
31.3970,-1.1011,-1.1221,0.7333,1.735
31.4030,-0.9535,-1.2626,0.5217,1.666
31.4090,-0.8511,-1.4104,0.2965,1.674
31.4110,-0.7988,-1.5417,0.0595,1.737
31.4160,-0.7678,-1.6898,-0.1710,1.864
31.4210,-0.7482,-1.8523,-0.4721,2.053
31.4260,-0.6229,-2.0672,-0.8042,2.304
31.4300,-0.5256,-2.2960,-1.1126,2.605
31.4630,-0.3846,-2.5194,-1.3765,2.897
31.4640,-0.3242,-2.7378,-1.6253,3.200
31.4640,-0.3177,-2.9194,-1.8692,3.481
31.4640,-0.4198,-2.9785,-2.3588,3.823
31.4640,-0.5719,-2.9434,-3.1851,4.374
31.4650,-0.7556,-2.7934,-5.5198,6.232
31.4650,-0.9214,-2.4369,-9.5475,9.897
31.4680,-0.9486,-2.1984,-11.6620,11.905
31.4740,-0.8675,-2.0890,-12.3554,12.561
31.4780,-0.8021,-2.1485,-13.6214,13.813
31.4830,-0.6852,-2.2064,-15.5840,15.754
31.4880,0.1297,-2.6008,-19.0307,19.208
31.4930,1.7924,-3.4179,-21.5413,21.884
31.4970,2.7712,-4.1478,-18.0668,18.743
31.5080,2.3448,-4.3805,-11.9159,12.910
31.5090,1.3314,-4.4356,-7.1770,8.541
31.5120,0.1678,-4.6428,-4.2887,6.323
31.5160,-0.8441,-4.5801,-2.4734,5.273
31.5210,-1.3391,-4.6206,-1.5029,5.040
31.5260,-1.7458,-4.6319,-1.1428,5.080
31.5300,-1.8667,-4.5886,-1.1488,5.085
31.5610,-1.9875,-4.5040,-1.5281,5.155
31.5620,-2.2080,-4.2405,-2.1612,5.247
31.5620,-2.5834,-3.7663,-3.2944,5.631
31.5620,-2.9821,-3.2186,-4.9162,6.589
31.5630,-3.2408,-3.0169,-5.6275,7.161
31.5630,-3.2319,-3.2758,-5.0732,6.849
31.5630,-3.0056,-3.7914,-3.8621,6.191
31.5690,-3.0266,-3.9513,-2.6499,5.639
31.5740,-3.1010,-3.9173,-1.8900,5.342
31.5790,-3.1177,-3.8654,-1.7031,5.250
31.5880,-3.1037,-3.7103,-1.9992,5.234
31.5900,-3.0107,-3.4679,-2.7118,5.333
31.5920,-2.7403,-3.2208,-3.7790,5.671
31.5960,-2.3393,-3.0643,-5.3635,6.605
31.6010,-1.7667,-3.0463,-7.3374,8.139
31.6070,-1.1488,-3.3365,-9.2640,9.913
31.6110,-0.5591,-3.7985,-10.8708,11.529
31.6150,0.1476,-4.4049,-12.1839,12.957
31.6220,0.8868,-5.0319,-12.6606,13.653
31.6260,1.1572,-5.3628,-11.2555,12.521
31.6290,0.7067,-5.2662,-8.6877,10.184
31.6340,0.0144,-5.0288,-5.9984,7.828
31.6770,-0.8980,-5.0134,-3.5420,6.204
31.6770,-1.7216,-5.0132,-1.7194,5.572
31.6770,-2.4470,-4.8813,-0.4017,5.475
31.6780,-3.0224,-4.6563,0.6709,5.592
31.6780,-3.2539,-4.4777,1.5429,5.746
31.6780,-2.9277,-4.4217,1.8045,5.602
31.6780,-2.2649,-4.4822,1.7696,5.325
31.6790,-1.4426,-4.5265,1.8933,5.114
31.6790,-0.6470,-4.4455,2.0644,4.944
31.6820,0.0855,-4.3934,2.1820,4.906
31.6910,0.8010,-4.4374,2.3792,5.098
31.6920,1.4469,-4.5489,2.5948,5.433
31.6980,2.1084,-4.7279,2.8074,5.889
31.7010,2.8623,-4.9669,3.1480,6.540
31.7060,3.6285,-5.1894,3.5082,7.239
31.7110,4.3824,-5.3450,3.8440,7.909
31.7150,4.9913,-5.4072,4.2896,8.518
31.7220,5.5752,-5.3519,4.7565,9.075
31.7250,6.2099,-5.2646,5.2182,9.670
31.7290,6.8071,-5.1400,5.8284,10.331
31.7340,7.1445,-4.7607,6.6334,10.849
31.7730,7.0958,-4.0542,7.5572,11.131
31.7730,6.9958,-3.2306,8.6207,11.563
31.7740,6.9825,-2.4726,9.2031,11.814
31.7740,6.4480,-1.2943,8.3863,10.658
31.7740,5.8169,-0.0274,7.2390,9.287
31.7740,5.0157,1.2303,5.9125,7.850
31.7750,4.1619,2.2712,4.9883,6.882
31.7750,3.4800,3.0001,4.2504,6.259
31.7770,2.8622,3.4746,3.2409,5.547
31.7820,2.3111,3.7689,2.2123,4.944
31.7860,2.0060,3.7052,-0.1634,4.217
31.7920,1.5179,3.2521,-2.0375,4.127
31.7960,1.0319,2.8366,-3.1227,4.343
31.8010,0.5578,2.4934,-3.2587,4.141
31.8060,0.2965,2.2695,-2.5833,3.451
31.8100,0.0766,2.1085,-1.8510,2.807
31.8140,-0.2303,2.0361,-0.6470,2.149
31.8210,-0.3559,2.0495,0.8453,2.245
31.8240,-0.2145,1.9354,2.5423,3.202
31.8290,-0.2095,1.7712,4.0679,4.442
31.8330,-0.3891,1.7118,5.2283,5.515
31.8720,-0.5533,1.7608,6.1666,6.437
31.8730,-0.7128,1.8460,6.9753,7.251
31.8730,-0.9818,1.9453,7.7369,8.038
31.8730,-1.5437,2.1244,8.2126,8.622
31.8730,-2.0747,2.2914,8.6082,9.146
31.8740,-2.4206,2.2983,8.7452,9.361
31.8740,-2.7161,2.2823,8.9472,9.625
31.8740,-2.9135,2.2452,9.0549,9.773
31.8760,-3.1217,2.1970,8.8712,9.658
31.8820,-3.2366,2.1556,8.6709,9.503
31.8870,-3.4318,2.1855,8.3549,9.293
31.8910,-3.5910,2.1623,8.0327,9.061
31.8970,-3.6462,2.1175,7.6386,8.725
31.8990,-3.4764,2.0459,7.0776,8.146
31.9040,-2.9378,2.1427,6.2396,7.222
31.9090,-2.2599,2.4353,5.6007,6.512
31.9130,-1.5669,2.7310,5.3594,6.216
31.9220,-1.0376,3.1027,5.4220,6.333
31.9230,-0.7037,3.4926,5.6714,6.698
31.9280,-0.5717,3.8835,6.0099,7.178
31.9330,-0.5737,4.2566,6.3731,7.685
31.9720,-0.6454,4.6363,6.6975,8.171
31.9730,-0.7132,4.9417,6.9837,8.585
31.9730,-0.7538,5.1833,7.2034,8.906
31.9730,-0.8012,5.2706,7.3912,9.113
31.9730,-0.8324,5.2426,7.5094,9.196
31.9740,-0.8127,5.1161,7.5065,9.120
31.9740,-0.7149,4.8178,7.4466,8.898
31.9750,-0.5316,4.4575,7.3093,8.578
31.9770,-0.3128,4.0234,6.8980,7.992
31.9810,-0.0491,3.5899,6.2097,7.173
31.9860,0.2130,3.0891,5.1947,6.048
31.9910,0.5038,2.5238,3.6600,4.474
31.9960,0.8062,1.8184,1.3877,2.425
31.9990,1.3579,0.7265,-1.4671,2.127
32.0030,2.1977,-0.7652,-5.6140,6.077
32.0080,3.2337,-2.7220,-12.9752,13.646
32.0130,4.7888,-5.4593,-26.5082,27.485
32.0180,5.8581,-8.5675,-36.1779,37.637
32.0230,5.5507,-11.0922,-36.6143,38.658
32.0280,4.2437,-12.0684,-32.6050,35.025
32.0320,2.5374,-11.1357,-23.6440,26.258
32.0720,0.6221,-9.0196,-16.2271,18.576
32.0730,-0.8659,-6.8413,-10.0918,12.223
32.0730,-1.3006,-5.1778,-5.8257,7.902
32.0730,0.1321,-4.4319,-3.3080,5.532
32.0740,2.8663,-3.8084,-2.0380,5.184
32.0740,4.8047,-2.7361,-0.4977,5.551
32.0740,5.5399,-1.5520,1.3420,5.908
32.0750,5.6834,-0.4005,3.3033,6.586
32.0750,5.0760,0.9570,5.1772,7.313
32.0810,3.8626,2.4482,6.2893,7.776
32.0870,2.4140,3.8864,6.6824,8.098
32.0900,1.0163,5.0971,6.6758,8.460
32.0940,-0.2599,6.0825,6.4478,8.868
32.0980,-1.3305,6.8146,6.1765,9.293
32.1030,-2.1042,7.0672,5.8158,9.391
32.1080,-2.0563,6.4584,5.3140,8.613
32.1130,-1.3213,5.2039,4.9509,7.303
32.1170,-0.5014,3.8835,4.5234,5.983
32.1220,0.4739,2.3792,4.5212,5.131
32.1280,1.6810,0.7883,5.0000,5.334
32.1320,2.8900,-0.7451,5.4158,6.184
32.1390,3.9260,-2.1522,5.7748,7.307
32.1420,4.7289,-3.4006,5.9216,8.306
32.1460,5.5436,-4.5833,5.9602,9.341
32.1510,6.3464,-5.5499,5.9828,10.338
32.1910,6.9142,-6.1375,5.7719,10.899
32.1920,7.2229,-6.3573,5.3012,10.986
32.1920,7.2429,-6.2834,4.6901,10.674
32.1920,6.8616,-6.0178,3.9210,9.933
32.1930,6.3489,-5.6012,3.1051,9.018
32.1930,5.8274,-5.0057,2.2953,8.018
32.1930,5.1661,-4.2690,1.6197,6.895
32.1930,4.3214,-3.3470,1.0701,5.570
32.1940,3.4497,-2.2476,0.5269,4.151
32.1990,2.6171,-1.2321,0.1052,2.895
32.2090,2.0752,-0.4746,-0.0729,2.130
32.2110,1.6854,0.1877,-0.2191,1.710
32.2140,1.2571,0.6546,-0.2538,1.440
32.2200,0.7821,0.9865,-0.3268,1.301
32.2250,0.3482,1.2221,-0.3290,1.313
32.2280,-0.0939,1.4217,-0.2912,1.454
32.2320,-0.5903,1.6383,-0.2218,1.756
32.2750,-1.0730,1.7959,-0.1494,2.097
32.2760,-1.4384,1.8065,0.0198,2.309
32.2760,-1.7796,1.7922,0.1471,2.530
32.2760,-2.0677,1.6767,0.2302,2.672
32.2760,-2.2422,1.5323,0.4582,2.754
32.2770,-2.3057,1.2418,0.7281,2.718
32.2770,-2.3081,0.8892,1.0325,2.680
32.2770,-2.2455,0.4936,1.3782,2.681
32.2770,-2.1731,0.1434,1.7143,2.772
32.2810,-2.2612,-0.1137,1.9421,2.983
32.2850,-2.3736,-0.3425,2.1207,3.201
32.2890,-2.4860,-0.5163,2.3262,3.443
32.2930,-2.5147,-0.6519,2.3787,3.522
32.2980,-2.5479,-0.7754,2.3975,3.583
32.3020,-2.5569,-0.9226,2.4063,3.630
32.3070,-2.5326,-0.9381,2.4164,3.624
32.3120,-2.5178,-0.8484,2.4467,3.612
32.3160,-2.6395,-0.6822,2.3963,3.630
32.3220,-2.8011,-0.5229,2.4536,3.760
32.3260,-2.9548,-0.2842,2.6133,3.955
32.3310,-3.0424,0.0079,2.8939,4.199
32.3360,-3.0371,0.2701,3.1563,4.389
32.3710,-3.0656,0.5289,3.3217,4.551
32.3710,-3.1533,0.8037,3.3088,4.641
32.3710,-3.2667,1.0541,3.2156,4.703
32.3720,-3.2691,1.1654,3.2215,4.735
32.3720,-3.1872,1.2239,3.2611,4.721
32.3720,-3.0787,1.2271,3.2626,4.651
32.3730,-3.0036,1.2826,3.3306,4.665
32.3740,-3.0243,1.3853,3.4140,4.767
32.3800,-2.9825,1.4277,3.5680,4.865
32.3840,-2.8689,1.3955,3.8394,4.992
32.3890,-2.7526,1.3486,4.2741,5.260
32.3940,-2.6144,1.1744,4.7059,5.510
32.3990,-2.5480,1.0018,4.7150,5.452
32.4020,-2.4388,0.8448,4.3137,5.027
32.4080,-2.3063,0.6982,3.8107,4.509
32.4130,-2.1033,0.5565,3.2628,3.922
32.4240,-1.8898,0.3645,2.7649,3.369
32.4240,-1.7384,0.1790,2.2923,2.882
32.4280,-1.6037,0.0045,1.9021,2.488
32.4310,-1.4810,-0.1927,1.5941,2.184
32.4360,-1.2706,-0.4298,1.3940,1.935
32.4770,-1.0587,-0.7188,1.2557,1.793
32.4780,-0.8821,-0.9311,1.1118,1.697
32.4780,-0.7001,-1.2294,0.9041,1.679
32.4780,-0.4584,-1.4586,0.6900,1.677
32.4780,-0.2673,-1.6858,0.4597,1.768
32.4780,-0.1581,-1.8609,0.2394,1.883
32.4790,-0.0997,-2.0364,0.0027,2.039
32.4790,-0.0084,-2.1907,-0.2108,2.201
32.4790,-0.0155,-2.3283,-0.4132,2.365
32.4840,-0.0798,-2.4275,-0.6174,2.506
32.4900,-0.1194,-2.5258,-0.8525,2.668
32.4940,-0.1986,-2.5728,-1.0140,2.773
32.4980,-0.2388,-2.6119,-1.2051,2.886
32.5030,-0.4599,-2.6618,-1.5016,3.091
32.5080,-0.6917,-2.6675,-1.7235,3.250
32.5160,-0.8997,-2.6715,-2.1929,3.571
32.5180,-1.1408,-2.6859,-3.1200,4.272
32.5250,-1.4132,-2.5752,-6.9084,7.507
32.5280,-1.5196,-2.3417,-13.2178,13.509
32.5310,-1.5404,-2.1774,-15.5949,15.821
32.5350,-1.5984,-2.0565,-15.2305,15.452
32.5750,-1.4084,-2.2416,-14.9116,15.145
32.5760,-1.2862,-2.4572,-15.9281,16.168
32.5760,-0.6982,-2.9034,-19.1773,19.408
32.5760,1.0030,-3.8177,-21.1452,21.510
32.5770,2.1239,-4.6936,-15.9517,16.763
32.5770,1.7934,-5.0878,-9.3540,10.798
32.5770,0.9763,-5.2280,-4.5053,6.970
32.5770,-0.2373,-5.0007,-1.9272,5.364
32.5780,-1.1979,-4.6539,-0.8254,4.876
32.5830,-1.8398,-4.4137,-0.5409,4.812
32.5870,-2.0643,-4.1973,-0.6153,4.718
32.5920,-2.2993,-3.9506,-0.7720,4.636
32.5960,-2.4983,-3.7056,-1.0607,4.593
32.6020,-2.6452,-3.4613,-1.7006,4.677
32.6060,-2.7650,-3.2069,-3.1081,5.253
32.6110,-3.0533,-2.8266,-5.2880,6.729
32.6150,-3.1759,-2.6857,-6.2554,7.512
32.6200,-3.0178,-3.0064,-5.6163,7.049
32.6250,-2.7373,-3.4151,-4.3078,6.141
32.6300,-2.5894,-3.6116,-3.1588,5.452
32.6350,-2.5766,-3.6090,-2.4543,5.068
32.6750,-2.5230,-3.4920,-2.1145,4.799
32.6750,-2.4575,-3.2236,-2.1240,4.576
32.6760,-2.2561,-3.0397,-2.4412,4.504
32.6760,-1.8876,-3.0638,-3.2818,4.870
32.6760,-1.4241,-3.2072,-4.7568,5.911
32.6770,-0.7745,-3.5653,-6.7345,7.659
32.6770,-0.1451,-3.9752,-8.8859,9.736
32.6770,0.3911,-4.4055,-10.7795,11.652
32.6780,0.8886,-4.8594,-12.0143,12.990
32.6840,1.3091,-5.1900,-11.6798,12.848
32.6880,1.1737,-5.1409,-9.5958,10.949
32.6920,0.4021,-4.8100,-6.9367,8.451
32.6970,-0.7643,-4.6219,-4.3857,6.417
32.7010,-1.8828,-4.4005,-2.2043,5.270
32.7060,-2.5924,-4.1423,-0.3631,4.900
32.7110,-2.6730,-4.0509,0.9219,4.940
32.7150,-2.7216,-3.7717,1.5476,4.902
32.7200,-2.4317,-3.4749,1.7602,4.592
32.7250,-1.9214,-3.2600,1.8124,4.196
32.7300,-1.2230,-3.1559,1.8949,3.879
32.7340,-0.4740,-3.2133,2.0744,3.854
32.7750,0.2445,-3.3325,2.2435,4.025
32.7750,0.9008,-3.5397,2.3747,4.357
32.7760,1.6555,-3.8591,2.6197,4.949
32.7760,2.4911,-4.3215,2.9445,5.792
32.7760,3.4123,-4.8073,3.2047,6.710
32.7760,4.2840,-5.2880,3.4255,7.619
32.7770,5.0717,-5.6082,3.8112,8.468
32.7770,5.8722,-5.9136,4.5535,9.497
32.7800,6.5351,-6.0536,5.3293,10.380
32.7830,7.0100,-5.9225,6.1181,11.029
32.7880,7.2455,-5.5513,6.7129,11.330
32.7930,7.5849,-5.0783,7.2825,11.677
32.7990,7.8514,-4.3855,7.8605,11.944
32.8020,7.7258,-3.2315,7.9944,11.578
32.8060,7.3868,-1.9387,7.0363,10.384
32.8120,6.9401,-0.7216,5.8693,9.118
32.8160,6.1805,0.4988,5.1767,8.077
32.8200,5.2185,1.6371,4.2436,6.923
32.8270,4.2725,2.5596,3.3625,6.009
32.8310,3.3850,3.3008,1.8813,5.089
32.8340,2.4725,3.5760,-2.1783,4.863
32.8800,1.6105,3.3780,-4.9872,6.235
32.8810,0.9950,3.0001,-5.8404,6.641
32.8810,0.5947,2.4246,-5.0308,5.616
32.8810,0.3073,2.1503,-3.4720,4.095
32.8810,0.0564,2.0112,-1.5353,2.531
32.8820,-0.1970,2.0313,0.2569,2.057
32.8820,-0.4865,2.2266,1.7483,2.872
32.8820,-0.6480,2.3873,3.0829,3.953
32.8820,-0.5514,2.3623,4.2753,4.916
32.8830,-0.4566,2.2924,5.2084,5.709
32.8880,-0.5554,2.4695,5.9312,6.449
32.8930,-0.9211,2.6178,6.5314,7.097
32.8980,-1.2912,2.7651,6.9619,7.601
32.9010,-1.7346,2.7803,7.3676,8.064
32.9070,-2.1832,2.8711,7.6466,8.455
32.9110,-2.5983,2.8524,7.7702,8.675
32.9160,-2.8410,2.7013,7.9571,8.870
32.9200,-3.0563,2.5562,8.0846,9.013
32.9250,-3.2397,2.4032,8.1044,9.053
32.9300,-3.3678,2.1605,8.0922,9.027
32.9340,-3.4462,1.9285,7.9328,8.861
32.9770,-3.3231,1.5364,7.6714,8.500
32.9770,-3.2369,1.1514,7.2408,8.015
32.9780,-3.0390,0.7133,6.6379,7.335
32.9780,-2.7655,0.4492,5.9232,6.552
32.9780,-2.3855,0.6521,5.3301,5.876
32.9780,-2.1068,1.2471,5.1725,5.723
32.9790,-1.9181,1.8795,5.3496,5.986
32.9790,-1.7139,2.4867,5.7619,6.505
32.9790,-1.5452,2.9943,6.2197,7.074
32.9820,-1.4468,3.4091,6.6673,7.627
32.9870,-1.3784,3.7600,7.0443,8.103
32.9930,-1.3675,4.0851,7.2801,8.459
32.9960,-1.3907,4.3869,7.3767,8.694
33.0030,-1.4493,4.6416,7.3565,8.818
33.0060,-1.5062,4.8376,7.2393,8.836
33.0110,-1.5032,4.9412,7.0792,8.763
33.0150,-1.4947,4.9434,6.8641,8.590
33.0190,-1.4802,4.8677,6.5859,8.322
33.0240,-1.4425,4.6598,6.2653,7.940
33.0300,-1.3482,4.4031,5.8146,7.417
33.0440,-1.1731,4.0167,5.1471,6.633
33.0450,-0.9752,3.5417,4.2331,5.605
33.0460,-0.6863,2.8986,2.9910,4.221
33.0480,-0.2314,1.9347,1.3900,2.393
33.0520,0.3720,0.7084,-1.0837,1.347
33.0840,1.1660,-0.7999,-4.4867,4.704
33.0850,2.2083,-2.7127,-9.7858,10.392
33.0850,3.6277,-5.1151,-18.2028,19.253
33.0850,4.7001,-7.5307,-24.5941,26.147
33.0860,4.5398,-9.2233,-29.2316,30.987
33.0860,3.1471,-9.7566,-29.8361,31.548
33.0870,1.3237,-9.1622,-26.2081,27.795
33.0950,-0.8392,-7.4953,-20.6844,22.017
33.0980,-2.5379,-5.8177,-15.5711,16.815
33.1010,-3.5669,-4.5227,-11.2792,12.665
33.1060,-3.7242,-3.6503,-7.9323,9.493
33.1120,-2.5349,-3.3188,-4.9580,6.482
33.1140,-0.7093,-3.0460,-2.2676,3.863
33.1190,1.4638,-2.6210,0.2230,3.010
33.1250,2.8847,-1.8757,2.2279,4.099
33.1290,3.3816,-0.9262,3.9714,5.298
33.1330,3.1244,0.1983,5.2754,6.134
33.1380,2.2877,1.4501,5.8394,6.437
33.1760,1.3666,2.6307,5.9475,6.645
33.1760,0.5420,3.6522,5.7885,6.866
33.1760,-0.0541,4.3831,5.4799,7.017
33.1770,-0.3354,4.6761,5.2102,7.009
33.1770,-0.0923,4.3264,4.9688,6.589
33.1770,0.8801,3.3579,4.7196,5.859
33.1770,2.0283,2.0864,4.5708,5.418
33.1770,3.0727,0.7879,4.6597,5.637
33.1810,4.1281,-0.5263,4.9751,6.486
33.1860,5.1477,-1.7875,5.4116,7.680
33.1900,5.9991,-2.8247,5.8146,8.819
33.1980,6.5299,-3.6187,6.1397,9.666
33.2010,6.9443,-4.2536,6.3188,10.307
33.2040,7.2538,-4.6739,6.2096,10.631
33.2090,7.5166,-4.9346,5.8370,10.720
33.2140,7.5642,-4.9347,5.2296,10.436
33.2190,7.2260,-4.4782,4.4227,9.583
33.2250,6.6316,-3.6701,3.4416,8.324
33.2290,6.0554,-2.8670,2.1938,7.050
33.2330,5.3381,-2.2757,0.1561,5.805
33.2380,4.3818,-1.4429,-0.3518,4.627
33.2750,3.6286,-0.4872,0.1804,3.666
33.2750,3.0502,0.3257,0.8907,3.194
33.2760,2.5137,0.9505,1.2463,2.962
33.2760,1.9566,1.4568,1.2866,2.758
33.2760,1.5093,1.7733,1.2424,2.639
33.2770,1.2615,1.8934,1.2254,2.584
33.2770,0.9771,1.8965,1.1931,2.444
33.2770,0.7096,1.8165,1.1148,2.246
33.2810,0.4506,1.6681,1.1139,2.056
33.2860,0.1884,1.5327,1.0660,1.876
33.2910,-0.0878,1.3822,1.0150,1.717
33.2950,-0.3398,1.1783,1.0686,1.627
33.3010,-0.6004,0.9595,1.1867,1.640
33.3030,-0.8072,0.6687,1.3241,1.689
33.3080,-0.9483,0.3514,1.3735,1.706
33.3130,-1.0524,-0.0307,1.5026,1.835
33.3170,-1.1366,-0.3892,1.7379,2.113
33.3260,-1.2412,-0.6999,1.9425,2.409
33.3280,-1.4285,-0.9272,2.1520,2.744
33.3320,-1.5908,-1.1832,2.3510,3.075
33.3370,-1.7881,-1.3221,2.4932,3.341
33.3770,-2.0113,-1.2962,2.6226,3.550
33.3780,-2.1619,-1.2963,2.7897,3.760
33.3780,-2.2000,-1.3249,3.0506,3.988
33.3780,-2.1636,-1.2979,3.2841,4.141
33.3790,-2.2208,-1.2178,3.2860,4.149
33.3790,-2.2587,-1.0391,3.1450,4.009
33.3790,-2.2752,-0.7717,2.9552,3.809
33.3790,-2.3663,-0.4518,2.8695,3.747
33.3800,-2.5031,-0.0866,2.7953,3.753
33.3840,-2.6924,0.2761,2.8025,3.896
33.3920,-2.8806,0.6556,2.8270,4.089
33.3960,-3.0270,0.9494,2.7497,4.198
33.3990,-3.1004,1.2125,2.6276,4.241
33.4050,-3.1819,1.4046,2.5254,4.298
33.4090,-3.2262,1.5663,2.4237,4.328
33.4140,-3.2714,1.6787,2.3770,4.378
33.4180,-3.3412,1.8185,2.3989,4.497
33.4310,-3.3971,1.9358,2.4866,4.634
33.4310,-3.4148,2.0236,2.6827,4.791
33.4320,-3.3629,2.0773,2.9196,4.914
33.4360,-3.1912,1.9657,3.1399,4.889
33.4780,-2.9096,1.7103,3.3545,4.759
33.4790,-2.6740,1.4066,3.5824,4.686
33.4790,-2.6066,1.0929,3.4708,4.476
33.4790,-2.7217,0.7400,3.1258,4.210
33.4790,-2.7415,0.4916,2.7912,3.943
33.4790,-2.6397,0.3019,2.5334,3.671
33.4800,-2.4527,0.0677,2.2405,3.323
33.4800,-2.2142,-0.1012,2.0257,3.003
33.4810,-1.9750,-0.2271,1.8565,2.720
33.4850,-1.6395,-0.4394,1.6923,2.397
33.4910,-1.3615,-0.6644,1.4994,2.132
33.4950,-1.0748,-0.8719,1.2970,1.897
33.4990,-0.7581,-1.0814,1.1275,1.736
33.5040,-0.5508,-1.2383,0.9310,1.644
33.5090,-0.4479,-1.4148,0.7114,1.646
33.5150,-0.3465,-1.5964,0.4785,1.702
33.5170,-0.3111,-1.7449,0.3015,1.798
33.5220,-0.2551,-1.8723,0.1037,1.892
33.5280,-0.2694,-1.9640,-0.0452,1.983
33.5310,-0.3033,-2.0414,-0.2655,2.081
33.5360,-0.2779,-2.1806,-0.4710,2.248
33.5660,-0.1981,-2.3650,-0.7297,2.483
33.5670,-0.1551,-2.4961,-1.0152,2.699
33.5670,-0.1249,-2.5788,-1.2896,2.886
33.5670,-0.1438,-2.6084,-1.5437,3.034
33.5680,-0.2811,-2.5774,-1.9146,3.223
33.5680,-0.5361,-2.4404,-2.4259,3.483
33.5700,-0.7118,-2.3598,-3.3361,4.148
33.5740,-0.9210,-2.1018,-7.2162,7.572
33.5810,-0.8511,-1.7522,-12.7174,12.866
33.5850,-0.5664,-1.6639,-15.5202,15.619
33.5890,-0.2570,-1.7847,-16.9927,17.088
33.5940,0.1670,-1.9980,-18.3851,18.494
33.5980,1.1463,-2.4829,-21.2536,21.429
33.6020,2.7501,-3.1876,-21.8490,22.251
33.6070,3.2538,-3.8166,-16.1484,16.909
33.6120,2.6510,-4.1085,-9.1447,10.370
33.6160,1.5980,-4.4120,-4.0756,6.215
