-4.447383399999999654e+00,-5.672926999999999609e+00,6.046334700000000062e+00,9.408479322310732584e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.525063000000000279e+00,-8.937851999999999464e+00,-7.707521299999999798e-01,1.109304756925582325e+01,-1.331686200000000049e-02,-1.331686200000000049e-02,-7.990117999999999179e-03,2.045775189770401153e-02
-7.606988399999999650e+00,-1.157085599999999914e+01,4.260679499999999731e-01,1.385397109093590196e+01,-3.995058700000000268e-02,-5.593082299999999757e-02,-5.060408000000000267e-02,8.535267585581778060e-02
-7.147409399999999913e+00,-1.328470199999999934e+01,8.377740399999999976e-01,1.510862779017704938e+01,-4.794070500000000012e-02,-1.038715300000000036e-01,-1.411587400000000048e-01,1.816958882826618382e-01
-6.170804000000000400e+00,-1.292086899999999972e+01,2.345767300000000111e-01,1.432070891973698679e+01,-1.065348999999999983e-02,-1.118616459999999951e-01,-2.530203999999999787e-01,2.768498645677281433e-01
-4.753769400000000367e+00,-1.164745199999999947e+01,-1.867039400000000127e-01,1.258158654390978981e+01,6.125756699999999888e-02,-5.593082299999999757e-02,-3.515651799999999771e-01,3.612185242545697950e-01
-3.556949100000000197e+00,-1.065169799999999967e+01,-6.367082600000000259e-01,1.124793112494680258e+01,9.854478399999999638e-02,4.527733500000000189e-02,-4.288029700000000055e-01,4.423043054268517849e-01
-3.308010599999999801e+00,-9.742115000000000080e+00,-8.952213999999999450e-01,1.032730168814464911e+01,2.663372500000000045e-02,1.811093400000000075e-01,-5.220209999999999573e-01,5.531870142940913393e-01
-3.116519499999999887e+00,-9.024022999999999683e+00,-4.835152999999999812e-01,9.559261056365357945e+00,-1.411587400000000048e-01,3.169413200000000264e-01,-6.392094000000000387e-01,7.273006580844610935e-01
-3.049497600000000030e+00,-8.315505999999999176e+00,3.398969000000000018e-01,8.863554904837638304e+00,-3.009610999999999814e-01,4.208128800000000003e-01,-7.484076600000000301e-01,9.098214600864171775e-01
-2.819707999999999881e+00,-9.091044999999999376e+00,1.484056900000000068e-01,9.519447286797346308e+00,-3.675454300000000063e-01,4.740803199999999995e-01,-8.096652600000000533e-01,1.007670395603669000e+00
-2.427150999999999836e+00,-1.046020700000000048e+01,1.101074439999999988e-01,1.073867385243048567e+01,-3.755355200000000115e-01,5.033774399999999538e-01,-8.362990000000000146e-01,1.045854574634362821e+00
-2.417576599999999853e+00,-1.023999200000000087e+01,1.077138099999999987e+00,1.057649938606357587e+01,-4.048326300000000266e-01,5.539815000000000156e-01,-8.602693000000000145e-01,1.100385491170006613e+00
