-1.068999699999999997e+01,-1.492195199999999922e+01,5.950588999999999906e+00,1.929637781546666275e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.783576000000000050e+00,-6.630383000000000138e+00,6.237826300000000046e+00,1.135294494937047993e+01,7.191105999999999887e-02,0.000000000000000000e+00,-1.358320000000000083e-01,1.536929821895703929e-01
-4.820791200000000387e+00,-4.887813000000000407e+00,6.802725299999999642e+00,9.664771866124235444e+00,2.263866700000000121e-01,1.331686200000000049e-02,-6.312192699999999990e-01,6.707205304644765498e-01
-6.477190000000000225e+00,-2.254808999999999841e+00,8.152739000000000402e+00,1.065388694912340561e+01,3.116146000000000194e-01,7.191105999999999887e-02,-1.504805399999999960e+00,1.538412867650502669e+00
-5.586756000000000277e+00,-8.186248999999999887e-01,8.392101999999999506e+00,1.011480920773298564e+01,2.104064400000000001e-01,1.811093400000000075e-01,-2.415678999999999910e+00,2.431579012508067628e+00
-1.948423000000000016e+00,-2.829282500000000145e+00,6.639958000000000027e+00,7.475977119647922997e+00,-4.527733500000000189e-02,2.290500400000000103e-01,-2.868452299999999955e+00,2.877938942240434894e+00
-1.086712600000000029e+00,-3.805887699999999985e+00,4.820791200000000387e+00,6.237447655412227121e+00,-3.196047000000000193e-01,1.464854999999999907e-01,-2.690006299999999850e+00,2.712883900946007731e+00
-1.421822200000000036e+00,-9.047959399999999652e-01,7.166558300000000159e+00,7.362050796398529329e+00,-5.593082299999999618e-01,2.663372599999999993e-03,-2.138688000000000144e+00,2.210615106942712238e+00
-1.134585399999999966e+00,7.405922399999999683e+00,1.085276400000000052e+01,1.318777680522425833e+01,-7.217740000000000267e-01,-8.789129599999999376e-02,-1.595360200000000006e+00,1.753241784447484575e+00
-1.737782699999999902e+00,1.462514099999999928e+01,1.122617200000000004e+01,1.851868180394825814e+01,-5.593082299999999618e-01,-1.518122399999999872e-01,-5.646349999999999980e-01,8.091262791335790405e-01
-3.126094000000000150e+00,1.452939499999999917e+01,9.244237999999999289e+00,1.750233467179464597e+01,-5.593082299999999618e-01,-1.518122399999999872e-01,-5.646349999999999980e-01,8.091262791335790405e-01
-6.845811000000000535e-01,8.219760000000000844e+00,8.353804000000000229e+00,1.173963998640900463e+01,-3.675454300000000063e-01,-1.944261999999999935e-01,1.837727100000000058e-01,4.546026829013100068e-01
2.101615999999999929e+00,6.458040999999999698e+00,8.267632499999999496e+00,1.069938458623640720e+01,-2.903075999999999990e-01,-1.944261999999999935e-01,9.268536600000000236e-01,9.905239809916747129e-01
2.360129000000000143e+00,1.021126800000000046e+01,8.669764499999999430e+00,1.360165502980888164e+01,-3.222680700000000176e-01,-1.571389699999999889e-01,1.464855000000000018e+00,1.508094670721697783e+00
8.664977000000000373e-01,1.418471100000000007e+01,9.196365000000000123e+00,1.692719627200119703e+01,-3.116146000000000194e-01,-1.305052499999999893e-01,1.813756700000000111e+00,1.844952206970579711e+00
-7.611775400000000413e-01,1.199213699999999960e+01,9.445304000000000144e+00,1.528412603738223119e+01,-2.104064400000000001e-01,-1.651291000000000009e-01,2.064113600000000215e+00,2.081370568487323602e+00
-1.689909899999999965e+00,6.908045300000000388e+00,9.167642000000000735e+00,1.160269559960676311e+01,-1.145250200000000051e-01,-2.157331700000000019e-01,2.309143999999999863e+00,2.322025579872075696e+00
-2.484598399999999874e+00,1.957997599999999894e+00,8.124014999999999986e+00,8.718176617338817991e+00,-1.091982700000000001e-01,-2.077430600000000072e-01,2.607441699999999862e+00,2.617982746323597620e+00
-3.566523800000000133e+00,-2.015445000000000153e+00,7.262304300000000268e+00,8.338055787159854404e+00,-1.890994500000000023e-01,-6.924768500000000326e-02,2.943026800000000165e+00,2.949908573055511241e+00
-4.552703400000000400e+00,-4.801642000000000188e+00,7.760181399999999563e+00,1.019820030718369175e+01,-2.903075999999999990e-01,1.544756100000000132e-01,3.132125999999999966e+00,3.149341914841675472e+00
-3.844186000000000103e+00,-6.142080299999999937e+00,9.004873999999999157e+00,1.155814311081672408e+01,-4.128227500000000161e-01,3.968424999999999869e-01,3.006947499999999884e+00,3.060986746211107334e+00
-2.647365999999999886e+00,-4.964409999999999989e+00,8.066566999999999155e+00,9.834806380989153496e+00,-5.087042000000000508e-01,5.965954700000000166e-01,2.583471299999999804e+00,2.699820378441101010e+00
-2.867580999999999936e+00,-4.533554600000000434e+00,6.821874000000000215e+00,8.678369833938754496e+00,-4.394564599999999932e-01,7.377542000000000266e-01,1.973559000000000063e+00,2.152286776044115335e+00
-3.968655299999999997e+00,-6.285699000000000147e+00,6.975067000000000128e+00,1.019371357569497860e+01,-1.278418900000000136e-01,8.203187600000000357e-01,1.230478200000000077e+00,1.484366200612891262e+00
-7.070812700000000284e+00,-6.563360999999999557e+00,7.645286600000000377e+00,1.230952911572745201e+01,3.781989000000000045e-01,8.362990000000000146e-01,4.128227500000000161e-01,1.006406005685465122e+00
-8.526146000000000669e+00,-9.100619000000000014e+00,8.047418000000000404e+00,1.484174411122901027e+01,1.443548000000000053e+00,5.513181000000000331e-01,-7.990117700000000101e-01,1.739598311188575330e+00
-7.693158999999999637e+00,-1.307406199999999963e+01,7.386773599999999718e+00,1.687246919679457946e+01,1.443548000000000053e+00,5.513181000000000331e-01,-7.990117700000000101e-01,1.739598311188575330e+00
